id,followers,genres,name,popularity
3ScY9CQxNLQei8Umvpx5g6,1025753.0,bronx hip hop east coast hip hop gangster rap hardcore hip hop hip hop hip pop pop rap rap trap,Fat Joe,73
0RpddSzUHfncUWNJXKOsjy,1017511.0,indie poptimism modern alternative rock modern rock neo mellow pop pop rock postteen pop rock,Neon Trees,73
0LX2VNf5w4iOHW1yyIqb74,1016980.0,polish hip hop polish trap,Bedoes,73
0QJIPDAEDILuo8AIq3pMuU,1007092.0,dance pop escape room indietronica new rave pop rap,M.I.A.,73
3drqpTL4sQOckmAfF9i1wg,1003883.0,german hip hop,Summer Cem,73
3kVUvbeRdcrqQ3oHk5hPdx,985688.0,indie pop indie rock indietronica la indie modern alternative rock modern rock pop rock rock stomp and holler,Grouplove,73
5cIc3SBFuBLVxJz58W2tU9,983352.0,electropop indie pop indie poptimism pop,Oh Wonder,73
5wbf52LA6kcaboHSN6NEF1,975364.0,funk carioca,PEDRO SAMPAIO,73
4qBgvVog0wzW75IQ48mU7v,965195.0,pop pop rap rap social media pop,KYLE,73
6ModsWtBph2rE6zCTVxvZt,916942.0,latin pop mexican pop,Maite Perroni,73
4tpUmLEVLCGFr93o8hFFIB,914213.0,candy pop new wave new wave pop permanent wave power pop rock,Blondie,73
7rOlQwf8OuFLFQp4aydjBt,895507.0,latin pop reggaeton chileno trap chileno trap latino,Paloma Mami,73
2l35CQqtYRh3d8ZIiBep4v,891764.0,dance pop pop pop rap pop rock postteen pop,MKTO,73
2mVVjNmdjXZZDvhgQWiakk,875317.0,neopsychedelic,Khruangbin,73
6gK1Uct5FEdaUWRWpU4Cl2,860279.0,new french touch tropical house,Petit Biscuit,73
3RqBeV12Tt7A8xH3zBDDUF,850004.0,alt z contemporary country country pop,Kelsea Ballerini,73
4tYSBptyGeVyZsk8JC4JHZ,840381.0,cali rap trap underground hip hop vapor trap,Shoreline Mafia,73
3pjq2pDV9RR6VY55wBjVnp,835236.0,albanian hip hop german hip hop,Dardan,73
7z2avKuuiMAT4XZJFv8Rvh,813616.0,indie anthemfolk indie cafe pop pop uk pop,Tom Walker,73
2kxP07DLgs4xlWz8YHlvfh,795667.0,chill rb indonesian rb pop,NIKI,73
1aWJsBQa67l72j1VT3D6Ow,778896.0,trap latino trap venezolano venezuelan hip hop,Micro TDH,73
2TL8gYTNgD6nXkyuUdDrMg,773874.0,indie cafe pop neo mellow pop postteen pop viral pop,Jasmine Thompson,73
7gXb99Sf9nNmpNYeAgIQFG,763203.0,modern indie pop,Sub Urban,73
0I6yADrmeyvw66g7yjkqIF,740012.0,otacore,The Living Tombstone,73
4frXpPxQQZwbCu3eTGnZEw,721390.0,afrofuturism hip hop indie soul,Thundercat,73
0fiWOxhsBsQQvFDtxUQWo0,704548.0,contemporary country,Brett Young,73
19k8AgwwTSxeaxkOuCQEJs,675615.0,country rap nashville hip hop tennessee hip hop,Jelly Roll,73
28j8lBWDdDSHSSt5oPlsX2,674046.0,edm electro house,ZHU,73
1Vvvx45Apu6dQqwuZQxtgW,649282.0,childrens music,Kidz Bop Kids,73
0id62QV2SZZfvBn9xpmuCl,642652.0,pop soul rb,Aloe Blacc,73
3crnzLy8R4lVwaigKEOz7V,642577.0,cali rap gangster rap hip hop hyphy oakland hip hop pop rap rap southern hip hop trap west coast rap,E-40,73
4YXycRbyyAE0wozTk7QMEq,631052.0,dance pop edm electro house electropop norwegian pop pop pop dance pop edm tropical house,Matoma,73
6GkJh85o22LfD2vgL9DP6f,604525.0,reggae fusion reggae rock,Dirty Heads,73
0dlDsD7y6ccmDm8tuWCU6F,566684.0,dark trap meme rap phonk viral rap,Freddie Dredd,73
5eir5zFJpES4j7gsymbVyl,555711.0,dutch hip hop dutch pop dutch rap pop,Ronnie Flex,73
6kaefrHSdAvxhhCVDFTCEL,544177.0,latin arena pop postteen pop,Dulce María,73
27LlKWxS3KXW7RRAxN5S8s,535826.0,italian hip hop rap napoletano trap italiana,Geolier,73
3EOEK57CV77D4ovYVcmiyt,535252.0,israeli pop,Dennis Lloyd,73
0TeVa4xdLB8vdzjsvKH6Ri,520117.0,dance pop latin pop postteen pop,Anahí,73
4F4pp8NUW08JuXwnoxglpN,513529.0,rap catala rap latina trap catala trap latino urbano espanol,Bad Gyal,73
1wFoE1RwBMWoWkXcFrCgsx,508387.0,dutch hip hop dutch rap pop,Josylvio,73
1ybINI1qPiFbwDXamRtwxD,504832.0,alternative rb hip hop rap underground hip hop,Smino,73
3fhMfkPPzksWuw0hEm4ldm,500222.0,italian hip hop italian pop milan indie,Ernia,73
5gs4Sm2WQUkcGeikMcVHbh,480851.0,belgian hip hop french hip hop pop urbaine rap belge rap francais,Hamza,73
05hirnMeVIzCrcUxbrysZU,474070.0,francoton french hip hop pop urbaine,Hatik,73
1hCkSJcXREhrodeIHQdav8,470838.0,german soundtrack scorecore soundtrack video game music,Ramin Djawadi,73
6m1LYS5NQonxjOcQFPQOb5,457688.0,dutch hip hop dutch pop dutch rap pop,Frenna,73
4utLUGcTvOJFr6aqIJtYWV,452153.0,piano rock viral pop,Skylar Grey,73
5qa31A9HySw3T7MKWI9bGg,428151.0,alt z dance pop electropop indie cafe pop indie poptimism pop postteen pop social media pop,FLETCHER,73
1Q6SZxTvaE3HhslV0iXbI6,425713.0,corrido corridos tumbados nuevo regional mexicano sierreno,Herencia de Patrones,73
7wg1qvie3KqDNQbAkTdbX0,405665.0,edm electropop indie poptimism pop tropical house,Louis The Child,73
62F9BiUmjqeXbBztCwiX1U,395122.0,meme rap viral rap,Lil Darkie,73
3E31HqA00iCX9nRhesw6LD,393756.0,dutch hip hop dutch pop,Snelle,73
6hk7Yq1DU9QcCCrz9uc0Ti,357570.0,bergen indie electropop nz pop,Kimbra,73
6INEFmHKLhMIJAQzHUBAMd,322227.0,dutch hip hop,Lijpe,73
1MXZ0hsGic96dWRDKwAwdr,320217.0,cali rap melodic rap pop rap rap trap,Tyla Yaweh,73
6k8mwkKJKKjBILo7ypBspl,316131.0,latin pop spanish pop,Ana Mena,73
6P6GTRTigHBp8ZesNtpCKH,309801.0,reggaeton reggaeton flow trap latino,Almighty,73
3abT87tqQ4Q5PA5nw6CYyH,309788.0,mariachi nuevo regional mexicano ranchera regional mexican,Ángela Aguilar,73
5LhTec3c7dcqBvpLRWbMcf,298293.0,alternative hip hop escape room hip hop psychedelic hip hop,Madlib,73
63nv0hWWDob56Rk8GlNpN8,288544.0,movie tunes,The Greatest Showman Ensemble,73
76Pl0epAMXVXJspaSuz8im,279076.0,drill francais,Freeze corleone,73
6pWcSL9wSJZQ9ne0TnhdWr,262387.0,gaming edm nordic house,K-391,73
6HqgxkTt9KGyt27zYrwVan,260039.0,latin reggaeton reggaeton flow trap latino,Super Yei,73
0Riv2KnFcLZA3JSVryRg4y,234925.0,anime score japanese soundtrack otacore,Hiroyuki Sawano,73
1yqxFtPHKcGcv6SXZNdyT9,216693.0,dance pop deep groove house edm house pop dance tropical house,MK,73
3eNYrVLcWfjJ9JdH9kiPJO,206374.0,anime anime latino otacore,Linked Horizon,73
0bBz5bRBkExaej2HxtVfCw,181760.0,sad rap,347aidan,73
7ADRm1oT7VmhRRZrZqycV6,174735.0,german alternative rap german trap tekk,KASIMIR1441,73
6sFHvCyqklnJpXC9Nh1aag,169219.0,alt z electropop indie cafe pop pop postteen pop social media pop,Alexander 23,73
6AMd49uBDJfhf30Ak2QR5s,158039.0,pop rb rb trap queen viral rap,Coi Leray,73
6uRJnvQ3f8whVnmeoecv5Z,139086.0,classical performance german orchestra orchestra,Berliner Philharmoniker,73
51DevdOxIJin6DB1FXJpD1,138719.0,turkish trap,UZI,73
1bq8rqNnfrojn0OSAfeNXJ,117444.0,lofi beats lofi chill,Sarcastic Sounds,73
0aMqt2uGLuHj4eI8oXgVzN,111426.0,mexican pop,Christian Chávez,73
6LEG9Ld1aLImEFEVHdWNSB,110010.0,desi pop punjabi pop,AP Dhillon,73
49CE2ffZ6Z3zeYSDauSKck,109207.0,big room dance pop deep pop edm edm electro house nordic house pop dance pop edm tropical house,Tungevaag,73
7MPGCB854Qo4alYMOPkBka,92599.0,bedroom pop,Ritt Momney,73
6SXTTUJxIVwMbc1POrviTr,90556.0,preschool childrens music,Cocomelon,73
5O8cudluftNZ6PCwRzvYxo,88096.0,mexican pop,Christopher von Uckermann,73
1hD52edfn6aNsK3fb5c2OT,84951.0,hoerspiel,Fünf Freunde,73
3o1cwVQfiDWafhYA02k13C,74416.0,fidget house,Crookers,73
3yDIp0kaq9EFKe07X1X2rz,73915.0,disco,Nile Rodgers,73
4ArPQ1Opcksbbf3CPwEjWE,73282.0,social media pop,Emilee,73
5JYo7gm2dkyLLlWHjxS7Dy,70947.0,swedish pop tropical house,Sandro Cavazza,73
1dXyyDButMVteLKOOVqz6Z,70456.0,viral rap,Eduardo Luzquiños,73
3Y2MLcrD3ZQXRXmtn4fZQx,66362.0,florida rap viral rap,SpotemGottem,73
3twuAojvYNrlWZpMkxLm3P,66092.0,alternative hip hop,Daveed Diggs,73
4lDBihdpMlOalxy1jkUbPl,58050.0,alt z pop edm,Grey,73
1JPhbKU3boL67fftU3U1ED,47914.0,cartoon,PAW Patrol,73
7gjqZ8coFZimZDtdk04WP1,36974.0,funk carioca italian hip hop,MACE,73
7nqlScm2smydSRl13eaP8E,35252.0,scandipop,Nea,73
7ACEUD7UsmmXrnj4OLt8f9,29862.0,edm pop edm tropical house,twocolors,73
76dRoxKtDwYkgCQePok9cU,20398.0,german hip hop,Miksu / Macloud,73
4IKVDbCSBTxBeAsMKjAuTs,9250478.0,desi pop filmi modern bollywood,Armaan Malik,72
1mXAhKnZEdF6rotyyd4GBi,7519971.0,funk carioca funk ostentacao funk pop,MC Kevinho,72
1dVygo6tRFXC8CSWURQJq2,5204081.0,desi pop filmi modern bollywood sufi,Sonu Nigam,72
5RmQ8k4l3HZ8JoPb4mNsML,4472732.0,krap,Agust D,72
568ZhdwyaiCyOGJRtNYhWf,3821798.0,album rock blues rock classic rock hard rock metal psychedelic rock rock,Deep Purple,72
5nCi3BB41mBaMH9gfr6Su0,3465870.0,baroque pop metropopolis modern rock pop pop rock,fun.,72
70B80Lwx2sxti0M1Ng9e8K,3409497.0,chutney classic bollywood desi pop filmi sufi,Udit Narayan,72
1Yox196W7bzVNZI7RBaPnf,3280542.0,album rock alternative metal hard rock melodic thrash metal old school thrash rock speed metal thrash metal,Megadeth,72
2ziB7fzrXBoh1HUPS6sVFn,3224893.0,alternative metal alternative rock nu metal permanent wave postgrunge rock supergroup,Audioslave,72
14pVkFUHDL207LzLHtSA18,3182520.0,alternative metal groove metal hard rock metal nu metal old school thrash rock wrestling,Pantera,72
26AHtbjWKiwYzsoGoUZq53,3001787.0,a cappella,Pentatonix,72
6cnl6Jz97730GUS8zEAK77,2971946.0,corrido nuevo regional mexicano regional mexican sierreno,Los Plebes del Rancho de Ariel Camacho,72
0RqtSIYZmd4fiBKVFqyIqD,2953230.0,modern rock pop punk postgrunge rock,Thirty Seconds To Mars,72
5GnnSrwNCGyfAU4zuIytiS,2930071.0,desi pop filmi modern bollywood sufi,Mohit Chauhan,72
4NEYQeEYBUjfaXgDQGvFvu,2913821.0,latin latin arena pop latin pop rock en espanol tropical,Franco De Vita,72
2p4FqHnazRucYQHyDCdBrJ,2823258.0,canadian pop punk canadian punk canadian rock pop punk,Simple Plan,72
2GoeZ0qOTt6kjsWW4eA6LS,2747235.0,desi pop gujarati pop modern bollywood,Darshan Raval,72
5lKZWd6HiSCLfnDGrq9RAm,2742513.0,british soul dance pop europop pop postteen pop talent show urban contemporary,Leona Lewis,72
2W8yFh0Ga6Yf3jiayVxwkE,2739125.0,pop postteen pop social media pop,Dove Cameron,72
7fAKtXSdNInWAIf0jVUz65,2736194.0,jovem guarda mpb,Roberto Carlos,72
4bPiOPI4V99cepEftvBYak,2728150.0,banda corrido nuevo regional mexicano ranchera regional mexican,Banda Los Recoditos,72
4PhdYoQGH8s1xee81dqQOO,2685465.0,brazilian reggae brazilian rock reggae tuga,Natiruts,72
0TImkz4nPqjegtVSMZnMRq,2584449.0,atl hip hop dance pop girl group hip hop hip pop new jack swing pop pop rap rb urban contemporary,TLC,72
3YcBF2ttyueytpXtEzn1Za,2540150.0,alternative metal alternative rock funk metal funk rock modern rock nu metal pop rock postgrunge rock,Incubus,72
1cYhx7ZOhYoVmnDPb9KMwo,2477827.0,funk carioca funk ostentacao funk paulista,Mc Davi,72
4xXCRXOfQKQ2gjWxNhNzYW,2375025.0,adult standards mellow gold soft rock,Air Supply,72
3iDD7bnsjL9J4fO298r0L0,2345265.0,adult standards album rock classic rock folk rock mellow gold soft rock yacht rock,Chicago,72
3CkvROUTQ6nRi9yQOcsB50,2284832.0,album rock art rock classic rock mellow gold progressive rock rock soft rock symphonic rock,Genesis,72
5B8ApeENp4bE4EE3LI8jK2,2226810.0,latin latin arena pop latin pop mexican pop ranchera,Yuridia,72
0uq5PttqEjj3IH1bzwcrXF,2212681.0,dance pop europop girl group pop pop rock,Spice Girls,72
2uyweLa0mvPZH6eRzDddeB,2207846.0,bolero cancion melodica latin latin pop ranchera,Rocío Dúrcal,72
6gZq1Q6bdOxsUPUG1TaFbF,2185460.0,alternative metal nu metal postgrunge rap metal,Godsmack,72
09xj0S68Y1OU1vHMCZAIvz,2171117.0,latin latin alternative latin rock mexican rock rock en espanol,Café Tacvba,72
4BYxqVkZyFjtik7crYLg5Q,2170564.0,contemporary country country country road modern country rock,Chris Young,72
0T1CMVkqffHlqEk4BcAph1,2169925.0,desi pop filmi modern bollywood sufi,Tulsi Kumar,72
7MhMgCo0Bl0Kukl93PZbYS,2108973.0,alternative rock britpop madchester modern rock permanent wave pop rock rock,Blur,72
3vAaWhdBR38Q02ohXqaNHT,2074499.0,modern rock neo mellow pop punk pop rock postteen pop,The All-American Rejects,72
1GLtl8uqKmnyCWxHmw9tL4,2073203.0,brighton indie modern rock rock,The Kooks,72
3RwQ26hR2tJtA8F9p2n7jG,2019971.0,brill building pop classic soul funk memphis soul motown soul,The Temptations,72
536BYVgOnRky0xjsPT96zl,2017142.0,alternative dance indie rock indietronica irish rock modern alternative rock modern rock northern irish indie rock,Two Door Cinema Club,72
1q7T9rFQ2a2ukA1PU51fo3,1965743.0,french hip hop pop urbaine rap francais,Koba LaD,72
7lbSsjYACZHn1MSDXPxNF2,1931541.0,classic jpop jpop japanese singersongwriter,Hikaru Utada,72
6Ghvu1VvMGScGpOUJBAHNH,1907680.0,alternative metal nu metal rap metal rock sacramento indie,Deftones,72
0lZoBs4Pzo7R89JM9lxwoT,1895202.0,dance rock new romantic new wave new wave pop rock soft rock synthpop,Duran Duran,72
5JG9GISYjRLQUJMH2C6iJ5,1891857.0,funk carioca pagode pagode novo sertanejo sertanejo universitario,Turma do Pagode,72
2x7PC78TmgqpEIjaGAZ0Oz,1886516.0,argentine hip hop trap argentino trap latino,Trueno,72
7FY5V3XMwlNBPitEjXowHQ,1871733.0,contemporary country country country road modern country rock,Darius Rucker,72
6zvul52xwTWzilBZl6BUbT,1851831.0,alternative rock art rock boston rock indie rock modern rock permanent wave rock,Pixies,72
1fUSLFr4WUBx7joEcGwpvG,1819167.0,funk carioca pagode sertanejo sertanejo universitario,Sorriso Maroto,72
7FIoB5PHdrMZVC3q2HE5MS,1810326.0,album rock beatlesque classic rock folk rock mellow gold psychedelic rock rock roots rock soft rock,George Harrison,72
2AZOALDIBORfbzKTuliwdJ,1810147.0,latin latin arena pop latin pop,Cristian Castro,72
5j4HeCoUlzhfWtjAfM1acR,1778099.0,belgian pop ghouse,Stromae,72
4tX2TplrkIP4v05BNC903e,1765427.0,album rock classic rock country rock folk rock hard rock heartland rock mellow gold pop rock psychedelic rock rock roots rock soft rock,Tom Petty and the Heartbreakers,72
3EA9hVIzKfFiQI0Kikz2wo,1764939.0,classical tenor italian tenor operatic pop,Andrea Bocelli,72
1phfTBIocBW3UwqcYjaEN6,1760257.0,colombian pop latin latin pop reggaeton reggaeton colombiano trap latino tropical,Mike Bahía,72
1eClJfHLoDI4rZe5HxzBFv,1702986.0,australian rock classic rock dance rock funk rock mellow gold new romantic new wave new wave pop pop rock rock soft rock,INXS,72
13saZpZnCDWOI9D4IJhp1f,1701603.0,dance pop electropop pop,Lily Allen,72
69MEO1AADKg1IZrq2XLzo5,1686273.0,reggae fusion uk reggae,UB40,72
68DWke2VjdDmA75aJX5C57,1685398.0,alabama rap hip hop pop rap rap southern hip hop,Yelawolf,72
4uqzzJg3ww5eH7IgGV7DMT,1677988.0,latin alternative latin rock rock en espanol,Bunbury,72
6Mv8GjQa7LKUGCAqa9qqdb,1675393.0,desi pop filmi modern bollywood sufi,Vishal-Shekhar,72
4QvgGvpgzgyUOo8Yp8LDm9,1653838.0,anime rock jpop jrock,Mrs. GREEN APPLE,72
0vn7UBvSQECKJm2817Yf1P,1618183.0,adult standards classic rock folk folk rock mellow gold rock roots rock singersongwriter soft rock,James Taylor,72
0i5iO6icb7kxg48thi9gBM,1600567.0,colombian pop latin latin pop,Manuel Medrano,72
7mWCSSOYqm4E9mB7V4ot6S,1587578.0,latin latin pop mexican pop rock en espanol spanish pop,Miguel Bosé,72
4tw2Lmn9tTPUv7Gy7mVPI4,1587332.0,adult standards classic country pop country mellow gold nashville sound soft rock,Kenny Rogers,72
7dOBabd5O4CvKrg4iriHTM,1582794.0,alternative metal nu metal,Kid Rock,72
4etuCZVdP8yiNPn4xf0ie5,1560607.0,latin latin pop,Julio Iglesias,72
7HGNYPmbDrMkylWqeFCOIQ,1554033.0,bossa nova mpb nova mpb samba de roda tropicalia,Caetano Veloso,72
39T6qqI0jDtSWWioX8eGJz,1527408.0,album rock art rock blues rock classic rock country rock folk rock hard rock heartland rock mellow gold rock soft rock yacht rock,The Doobie Brothers,72
7mEIug7XUlQHikrFxjTWes,1488711.0,adult standards brill building pop folk folk rock mellow gold singersongwriter soft rock yacht rock,Neil Diamond,72
6oBm8HB0yfrIc9IHbxs6in,1484200.0,art pop dance pop electropop pop swedish electropop swedish indie pop swedish pop,Lykke Li,72
0PN0fbe41KbuzlRYnoajNm,1482100.0,mariachi ranchera regional mexican,Antonio Aguilar,72
2DmYtFBKcxb3ajwWWgA576,1480038.0,latin latin pop mexican pop ranchera rock en espanol,Emmanuel,72
7u9m43vPVTERaALXXOzrRq,1445192.0,corrido deep regional mexican norteno nuevo regional mexicano regional mexican,Chalino Sanchez,72
2PSJ6YriU7JsFucxACpU7Y,1444145.0,kpop,CHUNG HA,72
61J0BktHv7PuP3tjTPYXSX,1437188.0,italian adult pop mexican pop,Eros Ramazzotti,72
0uGk2czvcpWQA383Im6ajf,1431026.0,alt z dance pop indie poptimism pop postteen pop social media pop,Maggie Lindemann,72
4NpFxQe2UvRCAjto3JqlSl,1415205.0,modern blues rock modern hard rock rock,Greta Van Fleet,72
2z2TRvloJt4EfUNQp9rHAi,1392327.0,francoton french hip hop french pop pop urbaine rap francais rap marseille,Alonzo,72
4VmEWwd8y9MCLwexFMdpwt,1380904.0,east coast hip hop gangster rap hardcore hip hop hip hop rap southern hip hop,Method Man,72
1dJyh390MvfYPuNbhnbSDs,1372655.0,latin latin pop mexican pop ranchera,María José,72
6P7H3ai06vU1sGvdpBwDmE,1355319.0,album rock art rock classic rock country rock folk folk rock mellow gold psychedelic rock rock roots rock soft rock yacht rock,Steely Dan,72
3HrbmsYpKjWH1lzhad7alj,1349534.0,argentine rock cuarteto latin alternative latin rock rock en espanol ska argentino,Los Auténticos Decadentes,72
6gto7HVNhu4ARE3P3g8Y5Y,1347794.0,german hip hop,Kollegah,72
3TGeuw7OmACouH5JAKkX7I,1347609.0,mexican hip hop trap mexicano,MC Davo,72
28y6CyJNkGNjJQKrlx4AmN,1326380.0,dance pop indie cafe pop pop postteen pop social media pop,HRVY,72
7gSjFKpVmDgC2MMsnN8CYq,1320739.0,alternative rb dance pop hip pop indie rb neo soul pop pop rb rb urban contemporary,Jazmine Sullivan,72
68kEuyFKyqrdQQLLsmiatm,1306964.0,conscious hip hop escape room hip hop rap underground hip hop,Vince Staples,72
6FtwCmLY6L1sqvjaQ2lV6G,1281456.0,italian hip hop italian pop,Emis Killa,72
1iIxNEvPPmdFIIP0tdpw6G,1280947.0,corrido norteno regional mexican,Los Cadetes De Linares,72
0vEsuISMWAKNctLlUAhSZC,1275514.0,alternative rock neo mellow pop rock rock,Counting Crows,72
485uL27bPomh29R4JmQehQ,1271592.0,album rock blues rock classic rock country rock detroit rock folk rock hard rock heartland rock mellow gold rock soft rock,Bob Seger,72
0NKDgy9j66h3DLnN8qu1bB,1271212.0,art rock dance rock europop mellow gold new romantic new wave new wave pop pop rock rock soft rock sophistipop synthpop,Eurythmics,72
6GMYJwaziB4ekv1Y6wCDWS,1263435.0,atl hip hop dance pop dirty south rap pop rap rap southern hip hop trap,Soulja Boy,72
5ZqnEfVdEGmoPxtELhN7ai,1250334.0,pop flamenco rumba spanish pop,Estopa,72
3zhijRRIZX2B6G2T7vJl9p,1236261.0,latin latin pop mexican pop ranchera rock en espanol,Mijares,72
3hTffafUYLLgO4yuPAxb5U,1222791.0,corrido nuevo regional mexicano regional mexican sierreno,Lenin Ramírez,72
3Bd1cgCjtCI32PYvDC3ynO,1206291.0,metropopolis nottingham indie,London Grammar,72
0MlOPi3zIDMVrfA9R04Fe3,1204541.0,indie poptimism modern alternative rock modern rock pop rock,American Authors,72
4TMHGUX5WI7OOm53PqSDAT,1201905.0,classic rock cosmic american country rock double drumming folk rock jam band psychedelic rock rock roots rock,Grateful Dead,72
6hnWRPzGGKiapVX1UCdEAC,1181316.0,adult standards brill building pop classic soul rockandroll soul,Sam Cooke,72
1bj5GrcLom5gZFF5t949Xl,1170051.0,dance pop disco house edm electro house filter house house pop dance tropical house vocal house,Martin Solveig,72
4UK2Lzi6fBfUi9rpDt6cik,1166512.0,jpop,ヨルシカ,72
7lzordPuZEXxwt9aoVZYmG,1164220.0,album rock classic rock dance rock hard rock mellow gold new romantic new wave new wave pop rock soft rock,Billy Idol,72
56ZTgzPBDge0OvCGgMO3OY,1137456.0,art pop baltimore indie dream pop indie pop indie rock modern dream pop,Beach House,72
1Uff91EOsvd99rtAupatMP,1125905.0,classical impressionism postromantic era,Claude Debussy,72
6VD4UEUPvtsemqD3mmTqCR,1108573.0,dance pop edm electro house melbourne bounce melbourne bounce international pop dance progressive electro house tropical house,Deorro,72
5p7mWeX4RlvqBCxylfiXdE,1087393.0,german drill german hip hop,KC Rebell,72
3OKg7YbOIatODzkRIbLJR4,1082529.0,speedrun,TheFatRat,72
5B6H1Dq77AV1LZWrbNsuH5,1066239.0,latin latin alternative latin pop latin rock rock en espanol spanish pop spanish rock,Jarabe De Palo,72
7CJgLPEqiIRuneZSolpawQ,1058944.0,polish hip hop polish trap,Taco Hemingway,72
5CGtBYmVPeLhI1kM2Fn9Gv,1028885.0,corrido norteno regional mexican,Los Invasores De Nuevo León,72
0L1f9i3L3fkMNENljDOsjG,1025619.0,italian hip hop italian pop pop virale italiano rap napoletano,Rocco Hunt,72
3AlRiyjMywTVNzTcHbf9QT,1023936.0,dutch hip hop dutch pop dutch rap pop,Lil Kleine,72
6y8XlgIV8BLlIg1tT1R10i,976893.0,contemporary country country country road,Old Dominion,72
0PrhwIWbqYFYyY2ZrkIWgI,971623.0,corrido corridos tumbados nuevo regional mexicano regional mexican sierreno,Adriel Favela,72
2FwDTncULUnmANIh7qKa5z,915974.0,filter house indie soul,FKJ,72
7wCjDgV6nqBsHguQXPAaIM,909286.0,country country rock outlaw country texas country,Waylon Jennings,72
0Ya43ZKWHTKkAbkoJJkwIB,887029.0,indie rock liverpool indie modern alternative rock modern rock rock,The Wombats,72
0XNKQFs2Ewb3y0VsFUFc5l,875861.0,russian hip hop russian trap,MORGENSHTERN,72
6hfwwpXqZPRC9CsKI7qtv1,847484.0,alternative rb electropop etherpop pop postteen pop rb,Alina Baraz,72
5Yo5iU2nf4H41waPl4ZnS1,846988.0,german pop,LEA,72
6TQj5BFPooTa08A7pk8AQ1,829544.0,edm electro house house pop dance progressive house tropical house vocal house,Kaskade,72
3Uobr6LgQpBbk6k4QGAb3V,810088.0,modern rock numetalcore,I Prevail,72
2ExGrw6XpbtUAJHTLtUXUD,777521.0,dancehall uk dancehall uk hip hop,Stefflon Don,72
7crPfGd2k81ekOoSqQKWWz,768754.0,heartland rock mellow gold rock,Stevie Nicks,72
2y1VzMKAa5nmfXKtJL9jnj,763324.0,basshall turkish trap,Murda,72
41qil2VaGbD194gaEcmmyx,758256.0,hip hop pop rap,Will Smith,72
3KNIG74xSTc3dj0TRy7pGX,753756.0,alabama rap pop rb trap,Yung Bleu,72
77aLk6J8ofnVxa1eXK9jiU,719177.0,latin arena pop latin pop mexican pop,Matisse,72
5XenQ7XfcvQdfIbpLEFaKQ,718691.0,alternative rb dmv rap hip hop indie soul rb rap underground hip hop,GoldLink,72
2OaHYHb2XcFPvqL3VsyPzU,707294.0,dance pop dmv rap escape room pop pop rap trap queen,Rico Nasty,72
6i3DxIlAqnDkwELLw4aVrx,704670.0,latin pop viral pop,Lele Pons,72
7JthQ6zwNzfxRfIEjp6wUs,682582.0,jpop japanese singersongwriter japanese teen pop,HIRAIDAI,72
4AcHt3JxKy59IX7JNNlZn4,673153.0,indie pop indie poptimism la indie modern alternative rock modern rock pop rock rock,Fitz and The Tantrums,72
0jdNdfi4vAuVi7a6cPDFBM,634015.0,italian hip hop trap italiana,Lazza,72
3ZztVuWxHzNpl0THurTFCv,584471.0,mathcore melodic metalcore metalcore progressive metalcore uk metalcore,Architects,72
5MbNzCW3qokGyoo9giHA3V,569173.0,atl hip hop hip hop psychedelic hip hop rap underground hip hop,EARTHGANG,72
6dn6x1XOng3LOAnfTjUn77,569118.0,alt z dance pop electropop indie cafe pop pop postteen pop social media pop,AJ Mitchell,72
3jc496ljiyrS3ECrD7QiqL,565633.0,flamenco rumba world,Gipsy Kings,72
0Y3agQaa6g2r0YmHPOO9rh,555792.0,afropop ghanaian hip hop nigerian pop,DaVido,72
3z8diLlUCkN1j9N9ZdnfBJ,547190.0,jpop,NiziU,72
586uxXMyD5ObPuzjtrzO1Q,535697.0,electropop pop,Sofi Tukker,72
62DmErcU7dqZbJaDqwsqzR,531379.0,dancehall reggae fusion,Popcaan,72
3Xt3RrJMFv5SZkCfUE8C1J,519277.0,alt z art pop dance pop electropop escape room indie poptimism pop postteen pop transpop,Kim Petras,72
6DvlemMOlMH6VD9tB7BPRf,512864.0,bc underground hip hop country rap,Tom MacDonald,72
3rbtPd0NcvhO2AzMfzx90z,505444.0,uk hip hop,Fredo,72
3MdXrJWsbVzdn6fe5JYkSQ,502237.0,pop pop rb rb trap queen,Mulatto,72
2eqoJbzUGDwys5ENUkbT3h,489215.0,nyc rap pop rb,J.I the Prince of N.Y,72
0MIG6gMcQTSvFbKvUwK0id,463756.0,polish hip hop polish trap,Mata,72
0lawSNBxNgJFQYJnQzLH8c,451821.0,lofi beats,khai dreams,72
0rZp7G3gIH6WkyeXbrZnGi,451072.0,ambient folk indie cafe pop indie folk,Novo Amor,72
5Dl3HXZjG6ZOWT5cV375lk,448871.0,classical cello classical performance,Yo-Yo Ma,72
0m5FakHKCQdA7UN0PIzMcL,447347.0,indie pop lofi indie,Current Joys,72
4az97MtWmBQ5Db3GfDh9j9,432787.0,drill espanol urbano espanol,Morad,72
4mrBetqy378Jf1y6NLszlx,407699.0,dance pop edm electro house melbourne bounce international pop dance slap house tropical house,VINAI,72
2qMezKrAKRh2Z2uR3fCqHt,406702.0,german hip hop,PA Sports,72
6RdcIWVKYYzNzjQRd3oyHS,404645.0,bergamo indie italian indie pop italian pop milan indie,Pinguini Tattici Nucleari,72
77kULmXAQ6vWer7IIHdGzI,395909.0,contemporary country,Jordan Davis,72
